longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity_NEAR BAY,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_NEAR OCEAN,ocean_proximity_ISLAND,rooms_per_household,log_population_per_household,bedrooms_per_room
-121.37,38.69,35.0,2.7009,80200.0,0,0,1,0,0,5.752632,1.133098,0.175663
-121.37,38.68,29.0,3.5429,88200.0,0,0,1,0,0,6.148936,1.196745,0.171946
-121.37,38.68,35.0,2.5542,72900.0,0,0,1,0,0,5.848375,1.220798,0.170370
-121.38,38.68,35.0,2.4844,77000.0,0,0,1,0,0,5.649819,1.134077,0.185304
-121.38,38.68,40.0,1.7596,93800.0,0,0,1,0,0,2.093750,0.446287,0.253731
-121.37,38.67,36.0,2.2723,78800.0,0,0,1,0,0,5.071161,1.060440,0.190547
-121.37,38.67,36.0,2.555,72700.0,0,0,1,0,0,5.598746,1.116220,0.189250
-121.38,38.67,37.0,2.3958,78400.0,0,0,1,0,0,6.095238,1.094871,0.211397
-121.38,38.67,38.0,2.2788,73400.0,0,0,1,0,0,4.429204,0.971382,0.227772
-121.39,38.67,35.0,0.9338,112500.0,0,0,1,0,0,5.301887,0.817200,0.309609
-121.37,38.7,18.0,3.6484,95000.0,0,0,1,0,0,6.498350,1.121989,0.164804
-121.38,38.7,25.0,2.2402,89500.0,0,0,1,0,0,5.005109,1.034443,0.194948
-121.39,38.69,30.0,3.865,88400.0,0,0,1,0,0,6.060669,1.148929,0.174663
-121.37,38.7,26.0,3.4911,88200.0,0,0,1,0,0,5.915119,1.119610,0.183857
-121.34,38.69,16.0,3.7857,112700.0,0,0,1,0,0,5.077505,1.076955,0.192107
-121.34,38.69,17.0,3.7031,114300.0,0,0,1,0,0,5.945619,1.101629,0.184959
-121.35,38.68,20.0,4.3118,120000.0,0,0,1,0,0,5.764849,1.033622,0.172477
-121.35,38.68,18.0,3.5403,98600.0,0,0,1,0,0,5.378819,0.944801,0.196643
-121.35,38.72,2.0,4.5432,151300.0,0,0,1,0,0,7.621650,1.102434,0.160433
-121.38,38.71,7.0,3.9318,133000.0,0,0,1,0,0,5.338479,1.147385,0.193102
-121.4,38.71,15.0,3.8355,107000.0,0,0,1,0,0,6.419753,1.281543,0.161966
-121.36,38.69,13.0,3.6989,93300.0,0,0,1,0,0,4.820549,1.095793,0.204380
-121.35,38.7,5.0,3.5802,129600.0,0,0,1,0,0,5.089689,0.988217,0.206674
-121.36,38.67,17.0,2.3683,82500.0,0,0,1,0,0,4.439103,0.857547,0.246931
-121.36,38.67,5.0,2.2339,116600.0,0,0,1,0,0,4.291298,0.870108,0.258979
-121.37,38.66,9.0,2.3844,86000.0,0,0,1,0,0,4.140442,0.919666,0.244661
-121.36,38.66,22.0,2.7955,96500.0,0,0,1,0,0,5.319778,0.923290,0.208131
-121.37,38.66,17.0,2.4574,103300.0,0,0,1,0,0,4.724272,0.833753,0.217016
-121.38,38.66,17.0,1.8972,100500.0,0,0,1,0,0,4.382831,1.021048,0.248544
-121.38,38.65,34.0,3.1858,109500.0,0,0,1,0,0,6.346154,1.004583,0.209697
-121.39,38.64,33.0,3.6937,99300.0,0,0,1,0,0,6.563319,1.046323,0.187625
-121.34,38.68,28.0,4.2743,124000.0,0,0,1,0,0,6.077338,1.020716,0.163362
-121.34,38.67,34.0,4.0352,118500.0,0,0,1,0,0,5.273684,0.941924,0.175649
-121.34,38.67,35.0,3.0417,120700.0,0,0,1,0,0,4.798507,0.904278,0.181960
-121.34,38.66,16.0,1.9805,92900.0,0,0,1,0,0,3.977301,0.840066,0.272670
-121.35,38.66,8.0,2.7011,130700.0,0,0,1,0,0,4.291990,0.783276,0.242324
-121.34,38.66,17.0,2.8092,137500.0,0,0,1,0,0,4.728395,0.875126,0.223673
-121.34,38.66,18.0,2.119,133100.0,0,0,1,0,0,4.636971,0.816606,0.231268
-121.35,38.66,24.0,2.5556,105700.0,0,0,1,0,0,4.864905,0.873386,0.232116
-121.36,38.66,14.0,3.6953,116100.0,0,0,1,0,0,4.877419,1.006308,0.186508
-121.37,38.64,27.0,3.6786,159700.0,0,0,1,0,0,5.929078,0.987456,0.178828
-121.35,38.65,20.0,3.2243,107900.0,0,0,1,0,0,4.936759,0.850961,0.218575
-121.33,38.66,15.0,2.7797,105500.0,0,0,1,0,0,5.343521,0.811745,0.207733
-121.33,38.65,23.0,2.6266,198500.0,0,0,1,0,0,4.768031,0.791466,0.213818
-121.34,38.65,27.0,4.6,199000.0,0,0,1,0,0,6.304348,0.880069,0.154232
-121.33,38.65,24.0,2.8106,183200.0,0,0,1,0,0,4.886584,0.727141,0.209737
-121.34,38.64,12.0,3.8068,161000.0,0,0,1,0,0,4.906195,0.859861,0.208514
-121.33,38.64,27.0,2.4342,119500.0,0,0,1,0,0,4.477642,0.855971,0.223786
-121.34,38.64,17.0,3.7562,139700.0,0,0,1,0,0,5.728216,0.850257,0.181456
-121.34,38.63,13.0,4.0036,161700.0,0,0,1,0,0,5.843931,0.965539,0.178042
-121.33,38.63,23.0,2.7181,156800.0,0,0,1,0,0,4.867500,0.772420,0.210067
-121.33,38.62,19.0,2.2574,135800.0,0,0,1,0,0,4.667506,0.665048,0.223961
-121.34,38.62,20.0,2.4537,153000.0,0,0,1,0,0,5.508219,0.820323,0.214872
-121.34,38.61,22.0,2.6023,142200.0,0,0,1,0,0,4.741333,0.847298,0.229471
-121.34,38.61,11.0,2.0926,166100.0,0,0,1,0,0,4.134940,0.553747,0.235431
-121.33,38.61,21.0,2.7079,148000.0,0,0,1,0,0,4.857426,0.965364,0.211170
-121.34,38.61,20.0,3.9063,162100.0,0,0,1,0,0,5.457197,0.889017,0.197897
-121.33,38.6,25.0,6.2817,288200.0,0,0,1,0,0,6.656250,0.937930,0.142488
-121.29,38.63,24.0,3.3182,213000.0,0,0,1,0,0,5.889117,0.969471,0.183752
-121.3,38.63,31.0,3.0972,150000.0,0,0,1,0,0,5.359882,1.073723,0.204733
-121.32,38.63,20.0,3.0348,150500.0,0,0,1,0,0,5.325475,0.859821,0.201199
-121.31,38.62,31.0,6.244,240000.0,0,0,1,0,0,6.828947,0.899483,0.138086
-121.32,38.62,29.0,3.0864,177900.0,0,0,1,0,0,6.167513,1.014826,0.184362
-121.32,38.62,33.0,2.6897,148300.0,0,0,1,0,0,4.467662,0.849428,0.211581
-121.32,38.61,22.0,2.774,190200.0,0,0,1,0,0,5.114024,0.896436,0.216556
-121.31,38.61,17.0,6.6238,326700.0,0,0,1,0,0,6.238994,0.686838,0.152218
-121.3,38.64,20.0,4.0833,160000.0,0,0,1,0,0,6.025301,1.032198,0.165967
-121.31,38.64,19.0,4.6302,195400.0,0,0,1,0,0,6.725124,0.874120,0.154984
-121.32,38.64,19.0,3.6523,158500.0,0,0,1,0,0,5.794819,0.891025,0.183273
-121.31,38.66,27.0,5.2081,136400.0,0,0,1,0,0,5.806780,0.947658,0.164623
-121.31,38.66,26.0,4.7381,140500.0,0,0,1,0,0,6.007491,1.034157,0.152743
-121.32,38.66,26.0,5.078,163400.0,0,0,1,0,0,5.922680,0.946750,0.167972
-121.32,38.66,21.0,3.95,143600.0,0,0,1,0,0,6.224390,0.893596,0.163009
-121.32,38.65,23.0,3.0952,157700.0,0,0,1,0,0,5.801325,0.982484,0.189878
-121.31,38.65,21.0,5.5,165700.0,0,0,1,0,0,7.377005,1.035143,0.148242
-121.3,38.66,21.0,3.712,139000.0,0,0,1,0,0,6.373333,1.108563,0.165795
-121.3,38.66,28.0,4.2188,139200.0,0,0,1,0,0,6.132007,1.028068,0.162194
-121.3,38.65,26.0,4.5278,144300.0,0,0,1,0,0,7.636364,0.996260,0.140038
-121.3,38.65,36.0,3.5852,121600.0,0,0,1,0,0,5.441176,1.016934,0.175976
-121.21,38.66,15.0,5.4889,232300.0,0,0,1,0,0,7.010101,1.049974,0.146830
-121.21,38.65,14.0,5.6529,196000.0,0,0,1,0,0,6.817822,1.028912,0.148127
-121.24,38.64,13.0,5.259,249400.0,0,0,1,0,0,6.733133,0.909974,0.153418
-121.23,38.65,19.0,4.6437,212900.0,0,0,1,0,0,6.095833,1.033333,0.162679
-121.23,38.66,19.0,4.8088,169500.0,0,0,1,0,0,6.297087,0.951770,0.168363
-121.24,38.66,14.0,6.2082,250300.0,0,0,1,0,0,7.773893,1.130725,0.131934
-121.28,38.66,17.0,3.7869,216100.0,0,0,1,0,0,5.815928,0.862424,0.180984
-121.25,38.66,26.0,5.02,169600.0,0,0,1,0,0,6.672727,1.077791,0.151499
-121.26,38.66,19.0,6.1183,221600.0,0,0,1,0,0,7.013274,1.089723,0.140063
-121.27,38.66,19.0,6.1872,188700.0,0,0,1,0,0,7.415686,0.977884,0.140666
-121.27,38.66,15.0,4.1382,189800.0,0,0,1,0,0,5.562105,0.775939,0.196821
-121.25,38.64,21.0,5.6864,258700.0,0,0,1,0,0,7.677778,0.918511,0.131331
-121.26,38.65,17.0,4.6484,270600.0,0,0,1,0,0,6.914063,0.948072,0.158569
-121.27,38.65,25.0,2.9016,159800.0,0,0,1,0,0,5.339080,0.870828,0.215644
-121.27,38.64,22.0,4.3098,213500.0,0,0,1,0,0,5.849817,0.878212,0.175329
-121.26,38.64,40.0,4.8375,217400.0,0,0,1,0,0,6.862500,0.953105,0.159381
-121.27,38.65,33.0,5.2949,173300.0,0,0,1,0,0,7.188406,1.115379,0.145665
-121.29,38.65,27.0,3.8816,147300.0,0,0,1,0,0,6.070796,1.086743,0.169096
-121.28,38.64,24.0,4.8661,186200.0,0,0,1,0,0,6.358456,0.898486,0.165655
-121.28,38.63,36.0,10.2264,350000.0,0,0,1,0,0,8.571429,0.762140,0.133333
-121.28,38.64,19.0,3.6298,242100.0,0,0,1,0,0,5.558320,0.758609,0.187185
-121.28,38.71,8.0,2.8973,117100.0,0,0,1,0,0,4.518395,0.818212,0.225019
-121.28,38.7,14.0,3.0212,112900.0,0,0,1,0,0,5.613680,0.909718,0.213832
-121.28,38.71,35.0,3.575,113500.0,0,0,1,0,0,5.373264,0.989902,0.191922
-121.28,38.7,15.0,3.7813,143200.0,0,0,1,0,0,5.620058,1.017283,0.180336
-121.28,38.68,14.0,2.6016,121200.0,0,0,1,0,0,4.698973,0.913082,0.235099
-121.3,38.7,18.0,3.235,124700.0,0,0,1,0,0,5.770260,0.965867,0.181620
-121.3,38.69,21.0,4.0739,115400.0,0,0,1,0,0,5.988160,1.117855,0.168061
-121.32,38.69,11.0,3.8776,124500.0,0,0,1,0,0,6.131556,0.980829,0.171934
-121.33,38.68,13.0,1.9093,142900.0,0,0,1,0,0,4.779327,0.610229,0.242190
-121.3,38.71,17.0,2.8226,99900.0,0,0,1,0,0,5.190067,0.967489,0.203533
-121.29,38.71,32.0,3.5769,103800.0,0,0,1,0,0,5.466472,1.096667,0.192533
-121.3,38.72,15.0,2.2813,131900.0,0,0,1,0,0,4.998012,0.840744,0.191726
-121.31,38.72,11.0,3.9506,122200.0,0,0,1,0,0,5.516746,1.140773,0.182134
-121.32,38.71,14.0,4.5245,127500.0,0,0,1,0,0,5.874680,1.151737,0.168481
-121.31,38.71,18.0,4.3836,102000.0,0,0,1,0,0,6.057576,1.143547,0.186093
-121.32,38.7,17.0,4.3643,124900.0,0,0,1,0,0,5.718861,1.206993,0.171437
-121.32,38.7,16.0,3.2444,118400.0,0,0,1,0,0,6.179167,1.045124,0.194875
-121.32,38.7,16.0,3.0703,126000.0,0,0,1,0,0,5.710652,1.017509,0.178731
-121.33,38.7,15.0,2.7868,117800.0,0,0,1,0,0,5.338129,0.878661,0.189128
-121.33,38.69,15.0,4.6923,122700.0,0,0,1,0,0,5.766544,1.100449,0.162257
-121.32,38.68,25.0,3.5893,146400.0,0,0,1,0,0,5.769585,0.995127,0.165335
-121.32,38.67,10.0,2.8426,130600.0,0,0,1,0,0,4.897243,0.866447,0.227738
-121.32,38.67,21.0,3.1382,91600.0,0,0,1,0,0,4.907670,0.824101,0.204342
-121.31,38.67,26.0,4.1563,135700.0,0,0,1,0,0,5.684426,1.196155,0.162942
-121.33,38.67,17.0,1.962,130200.0,0,0,1,0,0,4.071320,0.760621,0.262393
-121.33,38.66,17.0,2.5909,125400.0,0,0,1,0,0,4.871479,0.808580,0.211059
-121.31,38.67,27.0,4.8224,115500.0,0,0,1,0,0,5.825073,1.039566,0.176677
-121.32,38.67,31.0,4.0417,114500.0,0,0,1,0,0,5.421842,1.095037,0.189179
-121.29,38.68,12.0,3.5444,132500.0,0,0,1,0,0,4.786854,0.644568,0.214594
-121.3,38.69,13.0,3.6995,134900.0,0,0,1,0,0,4.942130,0.589586,0.200937
-121.31,38.68,16.0,2.1009,82500.0,0,0,1,0,0,4.499566,0.639152,0.245414
-121.31,38.68,22.0,3.8603,134300.0,0,0,1,0,0,5.354260,0.893614,0.173367
-121.3,38.67,15.0,3.0733,119800.0,0,0,1,0,0,4.936118,0.933344,0.211548
-121.3,38.68,19.0,5.2817,140600.0,0,0,1,0,0,5.848018,1.015199,0.164972
-121.3,38.67,20.0,4.8523,143000.0,0,0,1,0,0,5.848341,1.123574,0.168558
-121.3,38.66,32.0,3.3188,117100.0,0,0,1,0,0,6.420705,1.045849,0.168782
-121.3,38.67,23.0,4.2037,125400.0,0,0,1,0,0,6.146132,1.074445,0.158508
-121.27,38.7,16.0,4.6488,145300.0,0,0,1,0,0,6.350847,1.124820,0.156392
-121.27,38.69,16.0,4.4489,145600.0,0,0,1,0,0,5.966549,1.080850,0.176158
-121.26,38.68,4.0,2.7477,133000.0,0,0,1,0,0,4.509517,0.559407,0.268506
-121.24,38.7,13.0,5.7133,166800.0,0,0,1,0,0,6.756250,1.194553,0.150478
-121.25,38.7,16.0,4.2464,144400.0,0,0,1,0,0,6.007366,1.195094,0.163397
-121.26,38.69,17.0,5.2586,137000.0,0,0,1,0,0,6.945035,1.165475,0.162880
-121.25,38.69,17.0,4.5562,134500.0,0,0,1,0,0,6.237219,1.114169,0.157705
-121.25,38.69,24.0,4.1607,112800.0,0,0,1,0,0,5.226804,1.139022,0.182446
-121.24,38.68,20.0,3.7426,135500.0,0,0,1,0,0,5.940678,1.052361,0.168331
-121.25,38.68,15.0,4.9688,135600.0,0,0,1,0,0,6.185950,1.104107,0.162325
-121.26,38.68,13.0,5.2051,167400.0,0,0,1,0,0,6.842444,1.141618,0.145442
-121.25,38.68,13.0,6.1943,276100.0,0,0,1,0,0,6.532468,1.243443,0.139165
-121.25,38.67,14.0,4.2262,244300.0,0,0,1,0,0,6.540914,0.939193,0.167994
-121.26,38.67,18.0,4.2273,141800.0,0,0,1,0,0,5.069252,0.919057,0.171038
-121.27,38.67,16.0,2.5199,149000.0,0,0,1,0,0,3.971322,0.658901,0.278179
-121.26,38.66,8.0,4.0781,124300.0,0,0,1,0,0,5.300926,0.727280,0.210480
-121.27,38.67,15.0,2.7388,111600.0,0,0,1,0,0,4.077071,0.511981,0.247637
-121.27,38.67,15.0,3.8906,128700.0,0,0,1,0,0,4.832386,0.719778,0.203410
-121.28,38.68,16.0,3.75,147300.0,0,0,1,0,0,5.768719,0.899850,0.177387
-121.28,38.67,23.0,5.4797,160000.0,0,0,1,0,0,6.693798,1.172074,0.152866
-121.28,38.67,29.0,4.3625,158800.0,0,0,1,0,0,6.247126,0.904730,0.160074
-121.29,38.68,20.0,1.8589,144000.0,0,0,1,0,0,5.225000,0.939356,0.200957
-121.29,38.67,20.0,3.6516,130500.0,0,0,1,0,0,5.757225,0.943658,0.182229
-121.25,38.72,15.0,5.2177,162700.0,0,0,1,0,0,7.384449,1.229350,0.137613
-121.27,38.71,16.0,4.4609,142900.0,0,0,1,0,0,6.260736,1.075860,0.163155
-121.25,38.71,14.0,4.3009,143400.0,0,0,1,0,0,5.847244,1.066610,0.171559
-121.26,38.7,9.0,4.3826,146600.0,0,0,1,0,0,6.631579,1.022500,0.172555
-121.17,38.69,5.0,5.6902,243200.0,0,0,1,0,0,6.266901,0.834168,0.171897
-121.19,38.71,11.0,3.2321,390800.0,0,0,1,0,0,7.041467,0.885519,0.098528
-121.18,38.69,7.0,6.3528,274500.0,0,0,1,0,0,7.721739,1.102951,0.136543
-121.2,38.7,28.0,4.3214,131700.0,0,0,1,0,0,6.414687,1.091387,0.158586
-121.2,38.69,26.0,2.7174,137500.0,0,0,1,0,0,5.171429,0.991071,0.197270
-121.22,38.68,10.0,3.4506,139000.0,0,0,1,0,0,5.356715,0.927011,0.204088
-121.22,38.71,23.0,4.4695,214700.0,0,0,1,0,0,6.677536,1.086461,0.148128
-121.23,38.71,18.0,4.8542,170500.0,0,0,1,0,0,7.328889,1.193698,0.144330
-121.23,38.69,19.0,3.9226,148700.0,0,0,1,0,0,6.204947,1.021086,0.161162
-121.23,38.67,27.0,3.8954,133000.0,0,0,1,0,0,5.554852,0.942115,0.184390
-121.24,38.67,28.0,4.0182,131700.0,0,0,1,0,0,6.123924,1.098038,0.165542
-121.2,38.68,9.0,3.4896,143800.0,0,0,1,0,0,5.962060,0.932953,0.191818
-121.21,38.67,11.0,4.1071,145800.0,0,0,1,0,0,5.813953,1.094729,0.173818
-121.22,38.67,20.0,4.05,130700.0,0,0,1,0,0,6.220264,1.126130,0.160057
-121.21,38.67,19.0,3.0533,112100.0,0,0,1,0,0,4.937190,0.978761,0.209575
-121.19,38.67,16.0,4.817,147000.0,0,0,1,0,0,6.332130,1.026262,0.161916
-121.2,38.67,26.0,2.9803,115400.0,0,0,1,0,0,5.170569,0.949835,0.185640
-121.2,38.67,10.0,4.6902,171000.0,0,0,1,0,0,6.534570,1.012367,0.172387
-121.19,38.66,26.0,6.1185,179200.0,0,0,1,0,0,7.069343,1.031963,0.147651
-121.2,38.66,17.0,5.47,204800.0,0,0,1,0,0,6.659751,1.110983,0.135202
-121.15,38.69,52.0,6.1359,225000.0,0,0,1,0,0,8.275862,5.438829,0.183333
-121.17,38.71,15.0,2.5183,293300.0,0,0,1,0,0,5.487544,0.615474,0.180610
-121.17,38.68,37.0,3.0,121900.0,0,0,1,0,0,4.890625,0.985700,0.213259
-121.18,38.67,42.0,2.3333,116000.0,0,0,1,0,0,4.931925,0.796746,0.228463
-121.16,38.67,21.0,3.7796,159000.0,0,0,1,0,0,5.256997,0.874550,0.197322
-121.15,38.68,6.0,5.0159,189600.0,0,0,1,0,0,6.558233,1.120897,0.158298
-121.16,38.68,21.0,3.1161,131600.0,0,0,1,0,0,5.369466,0.946072,0.189650
-121.13,38.66,2.0,6.2503,222500.0,0,0,1,0,0,8.408163,1.104942,0.141343
-121.13,38.55,8.0,4.2031,212500.0,0,0,1,0,0,5.520833,1.422104,0.205660
-121.06,38.51,6.0,6.8869,263100.0,0,0,1,0,0,7.382385,0.927612,0.139532
-121.13,38.47,16.0,3.6645,203400.0,0,0,1,0,0,6.014019,0.888814,0.171329
-121.24,38.63,4.0,7.2582,273200.0,0,0,1,0,0,7.376841,0.948433,0.142002
-121.22,38.58,25.0,2.233,55000.0,0,0,1,0,0,4.746988,0.624585,0.238579
-121.28,38.55,35.0,2.6981,112500.0,0,0,1,0,0,5.572327,1.345579,0.180446
-121.31,38.59,35.0,3.1711,101900.0,0,0,1,0,0,6.147388,0.997940,0.169954
-121.32,38.59,21.0,3.6817,136100.0,0,0,1,0,0,5.709112,1.004353,0.181809
-121.32,38.59,24.0,2.5035,123700.0,0,0,1,0,0,5.391626,0.973258,0.207857
-121.29,38.61,17.0,3.9727,132700.0,0,0,1,0,0,5.745231,1.020311,0.182543
-121.3,38.61,25.0,4.3235,116900.0,0,0,1,0,0,5.524490,1.066117,0.171407
-121.3,38.6,32.0,3.3926,103400.0,0,0,1,0,0,5.575439,1.063096,0.190791
-121.27,38.62,13.0,2.7652,95600.0,0,0,1,0,0,4.670020,0.763078,0.232227
-121.28,38.61,22.0,2.7356,96100.0,0,0,1,0,0,5.237077,0.984166,0.210688
-121.28,38.61,23.0,2.4722,103300.0,0,0,1,0,0,5.430704,0.968223,0.197880
-121.29,38.61,26.0,4.4519,110500.0,0,0,1,0,0,5.722397,1.111152,0.164829
-121.27,38.61,17.0,2.9452,115600.0,0,0,1,0,0,5.129330,0.782209,0.205463
-121.28,38.6,25.0,3.1654,111600.0,0,0,1,0,0,5.267606,0.973762,0.176471
-121.28,38.6,17.0,3.1194,112500.0,0,0,1,0,0,4.760684,0.882094,0.226212
-121.29,38.6,29.0,4.0938,109100.0,0,0,1,0,0,5.721973,0.989758,0.176332
-121.32,38.57,15.0,5.31,127500.0,0,0,1,0,0,7.168085,1.304877,0.148115
-121.33,38.56,17.0,3.311,109400.0,0,0,1,0,0,5.417417,0.933558,0.189024
-121.32,38.57,25.0,3.6897,101100.0,0,0,1,0,0,4.143713,1.104582,0.210983
-121.32,38.56,18.0,4.5766,108700.0,0,0,1,0,0,6.088542,1.162500,0.159110
-121.32,38.54,13.0,2.9693,104400.0,0,0,1,0,0,4.452314,0.826443,0.231177
-121.28,38.53,18.0,3.1042,165000.0,0,0,1,0,0,5.463415,0.840305,0.169643
-121.3,38.58,19.0,2.3787,91300.0,0,0,1,0,0,4.582038,0.896405,0.256314
-121.3,38.58,16.0,2.6471,90700.0,0,0,1,0,0,4.098667,1.098612,0.283019
-121.31,38.58,10.0,2.5035,112500.0,0,0,1,0,0,4.871227,0.660425,0.239570
-121.31,38.57,9.0,3.5192,113300.0,0,0,1,0,0,4.863717,1.079553,0.189592
-121.31,38.57,22.0,2.5,101600.0,0,0,1,0,0,4.916000,1.075685,0.205858
-121.33,38.57,17.0,2.3684,150000.0,0,0,1,0,0,4.795858,0.736569,0.215916
-121.28,38.59,3.0,3.0481,92500.0,0,0,1,0,0,4.209045,0.737861,0.271251
-121.29,38.59,19.0,3.6563,95600.0,0,0,1,0,0,5.125000,1.031107,0.191057
-121.3,38.59,25.0,2.1116,89600.0,0,0,1,0,0,4.897227,0.996208,0.239174
-121.3,38.58,29.0,2.8966,92400.0,0,0,1,0,0,5.234286,1.126166,0.204876
-121.34,38.56,12.0,2.9896,118600.0,0,0,1,0,0,5.016863,0.887204,0.211092
-121.34,38.55,11.0,4.1447,114000.0,0,0,1,0,0,5.630952,1.216395,0.175476
-121.35,38.54,12.0,3.5691,116300.0,0,0,1,0,0,5.021336,0.984533,0.206786
-121.37,38.56,19.0,2.9464,113500.0,0,0,1,0,0,5.672662,0.996444,0.185003
-121.37,38.57,16.0,2.6635,135800.0,0,0,1,0,0,4.555556,0.723103,0.230039
-121.37,38.56,18.0,2.7679,118000.0,0,0,1,0,0,6.135447,0.853863,0.170503
-121.36,38.57,26.0,5.6485,129500.0,0,0,1,0,0,7.629787,1.021991,0.136085
-121.35,38.56,16.0,4.5066,140200.0,0,0,1,0,0,5.420619,0.958678,0.186763
-121.34,38.58,17.0,5.0917,134100.0,0,0,1,0,0,6.125954,1.049059,0.160748
-121.34,38.57,14.0,4.4602,134500.0,0,0,1,0,0,5.836216,1.021814,0.175702
-121.35,38.55,18.0,3.9934,123300.0,0,0,1,0,0,5.781935,1.048337,0.174068
-121.35,38.55,22.0,5.0427,126900.0,0,0,1,0,0,6.405405,1.094509,0.157652
-121.36,38.55,33.0,2.8021,118800.0,0,0,1,0,0,6.235602,1.064891,0.166247
-121.35,38.56,16.0,5.0622,132400.0,0,0,1,0,0,6.140162,1.176372,0.162423
-121.36,38.56,17.0,5.2881,138000.0,0,0,1,0,0,6.573390,1.174177,0.150683
-121.37,38.55,21.0,4.5815,125500.0,0,0,1,0,0,6.165909,1.073294,0.159233
-121.36,38.56,20.0,1.8288,32500.0,0,0,1,0,0,4.277778,0.839829,0.269481
-121.37,38.56,27.0,2.0901,52500.0,0,0,1,0,0,4.060000,0.638339,0.278599
-121.3,38.51,19.0,4.15,157500.0,0,0,1,0,0,6.180451,1.234334,0.163017
-121.35,38.51,29.0,4.2206,157700.0,0,0,1,0,0,6.639205,1.096716,0.167309
-121.4,38.47,4.0,4.3658,130600.0,0,0,1,0,0,6.799093,1.208080,0.161662
-121.38,38.47,4.0,4.5604,145900.0,0,0,1,0,0,6.737383,1.122925,0.158274
-121.39,38.43,3.0,5.4445,237600.0,0,0,1,0,0,8.531646,1.141963,0.142433
-121.27,38.44,19.0,5.8831,209900.0,0,0,1,0,0,6.881188,1.183972,0.148921
-121.35,38.46,2.0,4.3879,144400.0,0,0,1,0,0,7.105691,1.051447,0.161899
-121.34,38.44,14.0,5.7452,240900.0,0,0,1,0,0,7.028509,1.149211,0.145086
-121.32,38.41,17.0,5.8239,247500.0,0,0,1,0,0,6.887324,1.125884,0.148830
-121.36,38.42,6.0,5.1811,188400.0,0,0,1,0,0,9.431884,1.219504,0.142901
-121.37,38.41,14.0,3.5625,125700.0,0,0,1,0,0,5.769350,0.991415,0.183794
-121.37,38.42,18.0,3.3281,91200.0,0,0,1,0,0,4.885397,1.176805,0.189936
-121.38,38.41,7.0,4.7557,150400.0,0,0,1,0,0,6.874718,1.191251,0.151207
-121.38,38.41,10.0,4.45,138700.0,0,0,1,0,0,5.834753,0.963213,0.183650
-121.38,38.4,15.0,4.8831,154400.0,0,0,1,0,0,6.745130,1.027995,0.153309
-121.37,38.39,15.0,6.2575,143500.0,0,0,1,0,0,7.355469,1.249409,0.134891
-121.35,38.4,11.0,3.175,94400.0,0,0,1,0,0,5.476415,1.175020,0.197674
-121.36,38.4,18.0,4.175,144400.0,0,0,1,0,0,5.709371,1.017943,0.176397
-121.36,38.39,10.0,5.2447,148100.0,0,0,1,0,0,6.755937,1.220199,0.148994
-121.13,38.37,10.0,7.0326,241100.0,0,0,1,0,0,6.670968,1.126186,0.147969
-121.2,38.36,14.0,3.8897,175700.0,0,0,1,0,0,6.097222,1.177229,0.175778
-121.22,38.4,14.0,4.6989,213800.0,0,0,1,0,0,6.291469,1.107263,0.166102
-121.22,38.43,20.0,4.5368,219300.0,0,0,1,0,0,6.113095,1.022365,0.165044
-121.29,38.36,17.0,4.5272,191700.0,0,0,1,0,0,5.895161,1.126883,0.176015
-121.27,38.31,17.0,4.4107,151600.0,0,0,1,0,0,6.426966,1.257567,0.176573
-121.1,38.33,14.0,4.1974,157800.0,0,0,1,0,0,6.058036,1.132266,0.182019
-121.2,38.28,20.0,3.9808,160200.0,0,0,1,0,0,5.678689,1.186443,0.177252
-121.26,38.27,20.0,4.4125,144600.0,0,0,1,0,0,6.000000,1.179006,0.174277
-121.29,38.28,11.0,4.8073,156700.0,0,0,1,0,0,6.669528,1.224785,0.167310
-121.35,38.28,17.0,3.2234,82000.0,0,0,1,0,0,5.200000,1.321001,0.202104
-121.33,38.28,14.0,4.4306,170100.0,0,0,1,0,0,5.355191,1.281237,0.174490
-121.31,38.28,16.0,1.9485,155400.0,0,0,1,0,0,4.518519,0.597440,0.228923
-121.3,38.26,19.0,3.215,104600.0,0,0,1,0,0,4.837931,1.133624,0.196721
-121.31,38.26,22.0,1.8846,88300.0,0,0,1,0,0,4.209524,0.872488,0.223982
-121.32,38.26,4.0,4.1179,134600.0,0,0,1,0,0,6.427072,1.172095,0.173551
-121.3,38.25,27.0,2.5727,86100.0,0,0,1,0,0,4.787234,1.192104,0.221414
-121.48,38.46,8.0,4.0516,121200.0,0,0,1,0,0,6.201299,1.265000,0.169158
-121.42,38.47,11.0,2.3343,97800.0,0,0,1,0,0,4.361047,0.968630,0.266019
-121.43,38.46,18.0,4.0625,100300.0,0,0,1,0,0,5.259542,1.138518,0.170537
-121.43,38.47,21.0,4.35,96200.0,0,0,1,0,0,5.936877,1.188572,0.162843
-121.44,38.47,16.0,4.1597,95900.0,0,0,1,0,0,5.214592,1.217190,0.183539
-121.44,38.47,5.0,3.3608,108900.0,0,0,1,0,0,5.009726,1.020802,0.207907
-121.44,38.46,10.0,3.5461,103600.0,0,0,1,0,0,5.029412,1.039189,0.201754
